perms,i=0,i=1,i=2,i=3,i=4,i=5,i=6,i=7,i=8,i=9,i=10,i=11,i=12,i=13,i=14,i=15,i=16,i=17,i=18,i=19,i=20,i=21,i=22,i=23,i=24,i=25,i=26,i=27,i=28,i=29,i=30,i=31,i=32,i=33,i=34,i=35,i=36,i=37,i=38,i=39,i=40,i=41,i=42,i=43,i=44,i=45,i=46,i=47,i=48,i=49,i=50
"[6,6,3,2,2]",0,0,0,0,0,0,0,0,0,0,3,215,9127,222266,3528738,40146654,349860928,2452549566,14353963469,72195079950,319250365590,1264060739825,4548139317428,15051595704255,46276500555440,133290023258946,362203517572062,934166074012016,2298456207777500,5418841059179979,12288476255533353,26894462449077505,56973777499857989,117127377900793838,234212099992711428,456472619023930408,868695665336115992,1616887720887639228,2947762754180217522,5270905112616082427,9255148969929550997,15975894098879710633,27137290070313824848,45403160525505462926,74884101938176883337,121846526181292358766,195733985475884897956,310623769900533687415,487284821609704310177,756059360715368001653,1160863855216596989626
"[6,6,3,2,1,1]",0,0,0,0,0,0,0,0,0,0,2,332,15383,379953,6062502,69207352,604797208,4249674343,24921025680,125547663658,555918461533,2203533716298,7935437105351,26280588562981,80848571164807,232982693689065,633368621864682,1634091978043241,4021734208426154,9483941357553948,21511460068262459,47088084172908618,99767389365215274,205129636817231158,410230688684115344,799605937502714172,1521829542050914784,2832766157224243904,5164782014412793848,9235702461505050391,16217747723862413686,27995756632819676850,47556651828641845163,79569524871965234320,131239496652037238574,213550651704519717190,343056418113518972843,544433007420261427385,854087008863218920717,1325207023923265735390,2034777624165234654214
"[6,6,3,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,125,6734,171796,2770910,31843336,279830861,1975722566,11632964600,58800632527,261077737071,1037157635399,3741826935669,12410570592502,38225867367635,110266708168284,300012007649658,774568682823538,1907434087775401,4500266235168292,10211746564276988,22361210296530143,47391995178853391,97467215195747553,194965030153890231,380093223586503690,723527069772364309,1346991701431224199,2456200065723927106,4392709485162884805,7714327988215006476,13318023490283819469,22625308565075758987,37858369655937486237,62446530102635031117,101617940389272960966,163251897217077549135,259094448063414164039,406475876580815508354,630715702853642055675,968461967984758552010
"[6,6,2,2,2,1]",0,0,0,0,0,0,0,0,0,0,3,168,6699,165512,2681237,31004117,273533299,1935438736,11408371718,57695338097,256222043465,1017904232191,3672187445698,12178529840654,37507301772070,108182526832097,294311529014419,759779396004314,1870852632139276,4413613502909721,10014415673601347,21927724830354897,46470659159803250,95567574843755496,191156559917170295,372653442667517239,709339481332803690,1320535889012329781,2407888559446388873,4306195422824568469,7562215869215813683,13055137441204146497,22178274627047953703,37109705229233188120,61210644468097155419,99605355638612678423,160016495046758899190,253956499975944796575,398410849652208012176,618195128647560262783,949227736811872337934
"[6,6,2,2,1,1,1]",0,0,0,0,0,0,0,0,0,0,1,145,6771,171494,2794950,32439632,287171545,2038287394,12047637525,61070693690,271739714415,1081283957517,3905976972081,12967905865473,39974059578053,115382545541024,314091920374641,811259335565623,1998475783255984,4716411320573694,10704767058223751,23445514653762370,49698507153918774,102225638255991311,204508740981000370,398741702655928100,759095526299758985,1413322998739758442,2577333784876569191,4609630020156793536,8095713679799332722,13977114574100886934,23746007907425173041,39735100559149394709,65544350935126407715,106662155412214134840,171360166711920864980,271969525766876548633,426684022352526522356,662085088051979047348,1016647714591026936667
"[6,6,2,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,50,2960,78302,1290264,15066394,134121211,957003842,5683186733,28924404452,129132509888,515249334089,1865467795478,6204861853053,19155869555483,55361752489916,150861917920274,389996396561040,961428262525710,2270372691614895,5155722917001848,11297063203557135,23956033876824433,49291745039481921,98639257932396851,192369838223393014,366298807925811634,682122966450138079,1244125562675124648,2225478816448801102,3909031020438255523,6749658640245735615,11468318936085082031,19192149211213001537,31660704533750156538,51526193539535786344,82785981351791937374,131399462874498273742,206159651919819638160,319913708462360384187,491257659106542434001
"[6,6,1,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,7,521,14465,241376,2841943,25503043,183375202,1096519667,5613840032,25186770889,100904933474,366538292993,1222469069103,3782420443815,10951396335028,29887814570603,77360607037030,190911429151454,451227691366518,1025445944538186,2248355728076003,4770355633758827,9820041092685861,19659142386781721,38353433873917539,73052613600813759,136075320156794165,248246576069396770,444153246724960361,780294377233694611,1347541778176961554,2289937039252648940,3832692998752860017,6323416512245707829,10292122505820230506,16537690681384959596,26251182469437962642,41190083516938769862,63922311462975866690,98165034230692703697
"[6,5,5,3]",0,0,0,0,0,0,0,0,0,0,3,135,4408,95858,1439831,15883061,135788513,939743576,5450348602,27231676156,119819335578,472602119018,1695349087559,5597278649569,17176278029146,49396686888966,134062364309166,345404954393424,849116667596349,2000439439057987,4533716151528585,9917373919599803,21000002113132739,43155927479035008,86268383332754267,168087811717281275,319804186136896869,595120239465284484,1084768569790607614,1939363147379562001,3404826630254650312,5876537681685967016,9980992573745512656,16697427451452367229,27536830902540090042,44802513016147247610,71965424113280379706,114199412693661487286,179137430185624132928,277930393154824656017,426717320501397257307
"[6,5,5,2,1]",0,0,0,0,0,0,0,0,0,0,4,293,10526,236322,3612747,40301401,347194664,2416107702,14070796594,70523050111,311056005415,1229235319772,4416265572310,14598195424246,44841153091090,129060229471904,350498812284003,903533409696624,2222182464736641,5237243743546364,11873288430520422,25979552839238280,55024400403522864,113100132740972545,226125259777900826,440654715635383921,838499336014405793,1560531626180669793,2844776716228591162,5086374249740243849,8930542420693559880,15414669421046612155,26182613085780832130,43803875053320186549,72243395346157204598,117545394841136877088,188818386705888597730,299639965562954807222,470041502150870114532,729287212763985098778,1119732698442224368901
"[6,5,5,1,1,1]",0,0,0,0,0,0,0,0,0,0,1,148,5878,135947,2107620,23711935,205502366,1436560859,8395659843,42195985210,186523783129,738404484514,2656616516700,8791651609265,27030483629910,77857876115867,211578681983912,545705700334249,1342720373555952,3165701511561823,7179179402015439,15712735163281928,33287027945583000,68433458700436684,136844867369530647,266711759299702381,507577714668155675,944760013444828844,1722424836078365094,3079913285968026944,5408062869727368102,9335295284968860361,15857456227073405050,26531201578712714133,43758650422961358622,71201740253281988429,114379078082940441225,181517162854055293924,284753015460619827400,441818184389784840359,678376895358862981114
"[6,5,4,4]",0,0,0,0,0,0,0,0,0,0,1,90,3343,75586,1157179,12903347,111053186,771997146,4491545039,22492715762,99138030410,391542642233,1406000352937,4645709787420,14265343778809,41046383966840,111446379578916,287234682370340,706315921568455,1664407600324216,3772894353173551,8254477304896644,17481303378305975,35929194134879349,71829652095842206,139967496496151086,266323067613345016,495631221308403013,903476012606161821,1615329511279676411,2836068825508286910,4895090932936047696,8314353161989052204,13909710368237117092,22940072319618358541,37324518270394158580,59955027816515450842,95142483622043277219,149246782737245628935,231559145099018659703,355527129374708752311
"[6,5,4,3,1]",0,0,0,0,0,0,0,0,0,0,5,431,17886,429629,6792249,77209683,672932841,4719053458,27629995087,139017755909,614925469153,2435359351557,8764194932013,29008611536014,89198478018109,256942765224066,698272322424081,1801038909210577,4431562935057344,10448278126816010,23694675260215550,51859396453074480,109862487792006352,225860881761581831,451646640526879551,880257971378710891,1675204320256690324,3118057797692080791,5684606303827118578,10164736614883725006,17848305604408473583,30809244566440436819,52334051019732326799,87559991391150536974,144414494616539562374,234982576704450298235,377476519698630730107,599044999190120896612,939741886907414079027,1458083631144109837980,2238765361015310546154
"[6,5,4,2,2]",0,0,0,0,0,0,0,0,0,0,4,348,14819,363224,5821978,66800408,585985522,4128294005,24252594804,122331604957,542150627026,2150306286986,7747287104240,25666138216432,78978294210660,227636821066124,618926997034691,1597015073972400,3930834135446776,9270237602335461,21027918368873643,46031694764281550,97532719291784522,200540899110006043,401063531519102568,781753175273471870,1487876124360549158,2769602254197663339,5049677125968718677,9029957033218815190,15856589109769675780,27372494869501536682,46498178338977456781,77798917657932439769,128319647614467519819,208800269535048698987,335426240866206241048,532325267521202681584,835094724705060338677,1295741028301642919019,1989537722777698687368
"[6,5,4,2,1,1]",0,0,0,0,0,0,0,0,0,0,5,536,24013,598790,9677049,111619327,982965166,6945984572,40902943784,206706219011,917458120820,3643238559109,13138808801101,43561821528805,134131119595244,386803953012081,1052143282054292,2715813402831520,6686604459866497,15773249360021315,35786495595604968,78353546731379837,166042576514966302,341452336716472362,682952393980534174,1331344451349843832,2534110235701840082,4717472320344042209,8601709580746429979,15382701722068316526,27013417108494814636,46634186457005207989,79221675825780863346,132555511293030627166,218641132780376210907,355781022573335849932,571558237699321830597,907091574024593554063,1423047482649309222057,2208058503346357026754,3390411964528086754858
"[6,5,4,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,1,190,9540,246280,4045611,47158964,418591174,2976221056,17611799064,89347442159,397787106555,1583503975702,5721955765310,19001458833207,58583268502968,169120419321157,460426311909804,1189325166929578,2930014588291100,6915232068332007,15696108722528863,34378799598492590,72876524084142543,149904710231211292,299900143899741485,584742091959151912,1113206783545395503,2072652900240874529,3779729785919395443,6760213606606205577,11872801062286185630,20498345273737662003,34825287826249158501,58274815814590381480,96126704921781100988,156430376022939206556,251317273291263097002,398872641962242488597,625780126337323695762,971025044350449320407,1491036339066388828761
"[6,5,3,3,2]",0,0,0,0,0,0,0,0,0,0,1,239,12334,323441,5343384,62296195,551685945,3910500837,23069178115,116708017966,518353878430,2059282208714,7428618876945,24634358713751,75861515862745,218787282832597,595159531282490,1536305557149518,3782655367224772,8923223115739997,20245398334872022,44327202328192039,93936449892050214,193173124151663500,386374267927190155,753197333791207114,1433652871859121779,2668871929350862641,4866343988586781941,8702622737269145233,15282572733633500883,26382788492234399833,44818737798407522146,74991609060540790214,123693259277803977355,201277963823522423923,323350278733927994581,513172295188880316510,805064729330787427985,1249169433005445343215,1918061966299418166205
"[6,5,3,3,1,1]",0,0,0,0,0,0,0,0,0,0,1,310,16644,442165,7360518,86278191,767216928,5455716521,32266057352,163560035204,727588461006,2894135758534,10450726990089,34684129575133,106879939611867,308411081375695,839331223013066,2167389094612243,5338128654811748,12595799230260798,28584113432402971,62596347301088343,132672656059788090,272868206566275579,545839965883116796,1064167688789645588,2025740357787848502,3771387632258720051,6877107596312137236,12299267604044877825,21599745980913932045,37290083899834539989,63350572053960480131,106003426184671107551,174850903418080712930,284532063191725810182,457109300194586140032,725472091754171040141,1138146031495545869869,1766026930668927561926,2711730949426304452092
"[6,5,3,2,2,1]",0,0,0,0,0,0,0,0,0,0,2,410,21644,582832,9829106,116345681,1041912248,7446947804,44207233494,224714602935,1001734423863,3991040505151,14429737075370,47937059920636,147835221190733,426860434422709,1162282791512636,3002599645250111,7397753455211021,17460693147889655,39633742064721167,86811547970284980,184028332041449139,378547136362775103,757333278741620183,1476654563878146098,2811211031145161218,5234152366011285396,9545134354811095983,17071933465938457613,29983069174312136100,51765689649014381463,87946384403974561260,147164847914957543939,242754339706176022390,395042398703215161901,634665019639945335784,1007293486204993345791,1580312811177617990568,2452173654747122571034,3765377332620705652451
"[6,5,3,2,1,1,1]",0,0,0,0,0,0,0,0,0,0,1,349,20028,551137,9385545,111844823,1006993098,7228869279,43064562331,219528852853,980848854411,3914980975929,14175603102202,47148981571855,145546072141000,420585233454398,1145948112408360,2962014781677882,7301084702349994,17239127214213606,39143486329887029,85761340117115186,181844879038158976,374131546556898553,748630332298710891,1459907279808641914,2779696244190716103,5176075729305062294,9440186647978702577,16885748183508032805,29658437989041240979,51208838144057130210,87005818704175168162,145599164117623254588,240183823641706287311,390877077360601817718,627998853667619930620,996750351059247122518,1563824462903702199169,2426662580857362060808,3726307697916687674301
"[6,5,3,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,99,6734,192661,3333629,40168025,364941102,2639439223,15819818785,81039845856,363506803134,1455476824420,5283412927634,17608878901435,54447767394872,157551506849638,429752432913658,1111840365111660,2742696892922030,6480180929371190,14722077118997016,32270309738816286,68451857049703234,140882396072310007,281986157758477260,550042999619733797,1047527458730110906,1950982232807961354,3558833006223562140,6366678067452626647,11184044162513360187,19312880107824559368,32816807160507361826,54922201177722915417,90608633400522104716,147468438388460308412,236944983569619103937,376098827547297876078,590103189103452037463,915738518299979498854,1406244821597217449399
